business_id,pop,homes,homes_occupied_by_owners
YtgAM-T9aWkvYIrxMZ4eEg,21367.0,12345.0,11671.0
xixOLADe7vX_JS0CFYZHbA,13689.0,8079.0,7630.0
hv5Y6JZXGuLg84hrGajIcw,21532.0,12046.0,11493.0
NpF6_6aaqXfuhh_JYHFsKg,21532.0,12046.0,11493.0
r0ZUI-S2v28QHY1Nrvu-EQ,22941.0,15015.0,13602.0
y5UEcSTXKzmW7nj8eWlALw,1961.0,1293.0,1029.0
yExLD0e8edHuY4CDzV_Jfw,25531.0,15764.0,14820.0
oGL4U5qSo-kKOjkYgg9R_A,22941.0,15015.0,13602.0
pKpxPqBnoeFaL9GkMn0xhQ,19432.0,14501.0,11834.0
1CwXFsfCrjuZasn400WePg,15911.0,8846.0,8257.0
9zkbl4jcoN4feQmD-WTNqA,19432.0,14501.0,11834.0
FgnAX8FLuuKVnPX4jVoeTg,3457.0,2715.0,2119.0
Hk0xK8BIukIi5MY0Jrznpw,19432.0,14501.0,11834.0
YDWwGEFrk7eU2Bk_ZGRO8Q,11071.0,6887.0,6012.0
lHaoMv5oUM26yiJcKBrWIQ,19432.0,14501.0,11834.0
_Rllwdj-Hc7IF_49rzrdSQ,1961.0,1293.0,1029.0
ayIDbpF0KHlJG9xYFj072g,25531.0,15764.0,14820.0
6VALdQdtPcwU0mCbg3Yx6g,15911.0,8846.0,8257.0
dVbjS8t4UXh7wdeUaIGsXQ,19432.0,14501.0,11834.0
CDFf-LBMKptsgEG7fdB5Pg,18846.0,8680.0,8233.0
pc5V5uOIzinaGI3qPsdy5w,3457.0,2715.0,2119.0
6taCN4XZrPDRCLUeZKYJlg,19432.0,14501.0,11834.0
_Rxjf-163Y04BJQX1pCb5A,19432.0,14501.0,11834.0
fGpKQUK_VrWu8LcTT2nAYQ,19432.0,14501.0,11834.0
5Kp6LQt0pg8f3jVFCQ3NWA,11071.0,6887.0,6012.0
s3zJLxImv8T7HXzFys82WA,25531.0,15764.0,14820.0
hxJOXU-3A53cFwSlW1lbfw,22941.0,15015.0,13602.0
FLdXCNVr62rufmbW4tB8JA,11071.0,6887.0,6012.0
AF85H0ikaqHYPwnv3FN3Gg,19432.0,14501.0,11834.0
fOjEStlRr8dxfQQ2PFopRA,11071.0,6887.0,6012.0
8wbf_iBrZ0hMyIUD2AjMcQ,25931.0,15161.0,14280.0
IQx8r3wiy7ihL8Qumy1qVA,3457.0,2715.0,2119.0
q5I03gigBZEi3FukKBNGVw,25531.0,15764.0,14820.0
KEopXGnfgw3ZxtsUmAfYrA,11071.0,6887.0,6012.0
RmUhhMduULf1TCDHoOxeDw,15911.0,8846.0,8257.0
9Xa3rlQpLoARf4ZIXB9_TQ,18054.0,9842.0,8802.0
Do1e3eetKMef70hDH8P-cA,3457.0,2715.0,2119.0
_bDQqgRS6POAGi9-yHKDgw,3457.0,2715.0,2119.0
jKMLbWIc2pCO0pubKV9Fkw,22941.0,15015.0,13602.0
nqrFZSku7CuLSwk_Izrcyw,19432.0,14501.0,11834.0
FlQLbkXsBerE2sA4uUoUHA,25931.0,15161.0,14280.0
lPntqxsnjfSkdUwboKCT3w,25531.0,15764.0,14820.0
QQz_NrM7bcrcyPDMw7Fgpw,22941.0,15015.0,13602.0
n18yM8ba7fF6MajqejxLJA,1961.0,1293.0,1029.0
RcyREFqMwUMR66pj9VM4_w,30465.0,13690.0,12647.0
n8GZKRXz5bpMsqX3iftr5A,21532.0,12046.0,11493.0
Q3I0M5GsLn0EiNRL8lI8_Q,3457.0,2715.0,2119.0
sFrZCDCFMEOVHbKODGM3tA,13689.0,8079.0,7630.0
s5yYbHcxvHnNyHF7uVNUbg,22941.0,15015.0,13602.0
bZ2Txt7X_OLHn9wvCESNgw,25931.0,15161.0,14280.0
UFzmpJXDz_JIiLmFqjdlyQ,14047.0,7620.0,7157.0
Chco_ShdfO_M4YFmN7yY_A,25531.0,15764.0,14820.0
FARogLpGp-9OVol30R0Jgw,25931.0,15161.0,14280.0
L4bQFQdA5BNZ4-BQt9vyLw,1961.0,1293.0,1029.0
h760jYGvSP1OlKsFM7hHJw,1961.0,1293.0,1029.0
WpLIWn4x7ubCKpST4r1T_Q,25531.0,15764.0,14820.0
Bv3WXhtRydDdG1nhbkCBEA,27414.0,16574.0,15497.0
FPR-1Ujh6-LldyseoQ_zlg,25531.0,15764.0,14820.0
5YlCdxdzljZTu0iVvakuHw,21532.0,12046.0,11493.0
p-QXxnRi4bWB3gnU4rYlSA,25931.0,15161.0,14280.0
wddTcYl1-irkbl6BYgLQuA,25531.0,15764.0,14820.0
tRrUvDSQGSq2swUyw_qozw,22941.0,15015.0,13602.0
2lWWQWdSVwT7KHrtXFDHuA,11071.0,6887.0,6012.0
ltpaF3JemIowgMrNIQdSSQ,25531.0,15764.0,14820.0
1aHoOynysVOQnkethOWWkA,11071.0,6887.0,6012.0
uEH058fjZVvnEsH8Rt393w,25931.0,15161.0,14280.0
X-PvxnLhKDglJvnzg6cf9Q,25531.0,15764.0,14820.0
kwNRJiE8pczzyCbh3HbtRQ,19432.0,14501.0,11834.0
1hhtpioS9xfwhhHHr_D2UA,11071.0,6887.0,6012.0
lMJm0oM9i4bM-KP5xSCy_A,30465.0,13690.0,12647.0
5fzwn9BK3lEXAs4hcEmEug,19432.0,14501.0,11834.0
w4eFwHZ2pcgo331h3nEAPA,1961.0,1293.0,1029.0
LqLdlVOvsWokBYrql5Tzww,25531.0,15764.0,14820.0
cI3VIWNUHD9z6HmVWOOi1g,19432.0,14501.0,11834.0
U_DPHToKXWQd-C7bsxLEvA,3457.0,2715.0,2119.0
j80RA-IpGR8ApyvXP-bQAw,11071.0,6887.0,6012.0
MgCds-bkgu4KJi73agCtrQ,19432.0,14501.0,11834.0
vjT4_INLrGNE-2xDhI2-zg,22941.0,15015.0,13602.0
RL9ASNu0eBZSDvIpV-YT0Q,22941.0,15015.0,13602.0
y6TUD-Mb2Jqzwx5Dv8nfPw,1961.0,1293.0,1029.0
41y4s9aVkhYkWpR6fPE0dg,11071.0,6887.0,6012.0
Pm3cf6E28d7r3PV8iaM9qg,25531.0,15764.0,14820.0
_qZfxjo5_npoJNmycYG7aA,14047.0,7620.0,7157.0
kCW1Ggsqje_oBq-Apc4ciQ,1961.0,1293.0,1029.0
yBjdDgNrrHmv6amNfjIZHg,22941.0,15015.0,13602.0
HaUdSm2nZsCEnkKB-61Gqw,30465.0,13690.0,12647.0
Dbdj-Y3uBydiQUqpaqgSmA,19432.0,14501.0,11834.0
JD2kI4tX69ABFS3fuXvccg,3457.0,2715.0,2119.0
VMcImxyIFZ35Chetz1blPg,18846.0,8680.0,8233.0
u4-WTQ20yLInpCWHIA4fag,15911.0,8846.0,8257.0
WRCFOpSEvC8VyhR0lEoz7g,21532.0,12046.0,11493.0
KfkOlA3UIUvNABGJgNzqtA,3457.0,2715.0,2119.0
m_BnpyGYYMxrcqLALaRwjA,25531.0,15764.0,14820.0
XjnGNqiY9EKYrVBneO9pcQ,25531.0,15764.0,14820.0
kf4lJNQgwZNxdtpjZLYrhw,3457.0,2715.0,2119.0
y0iMuODAc9ZnRv_1wlNTUw,15911.0,8846.0,8257.0
qpME6zp2H_IAnYUpB3HUUQ,30465.0,13690.0,12647.0
9Fvx8gqdfEmqHrmXNF774A,22941.0,15015.0,13602.0
SlSS29KM4U-fcAP_pu1t5A,13689.0,8079.0,7630.0
F854tfFa6OqgTxFaBnM2sQ,3457.0,2715.0,2119.0
wo-AvCVatUKqlipkM60vHA,22941.0,15015.0,13602.0
ouYqM15kdEvZruUJA0UZeQ,11071.0,6887.0,6012.0
1BIt6jRwcnrrgGG-FTnPVg,22941.0,15015.0,13602.0
r4b_3rm5SrldX-Lz8AycpA,22941.0,15015.0,13602.0
637XVpT0t2bDqfR9OF8I9g,21532.0,12046.0,11493.0
eRI_wjeDJwS_2IZAqUQA6Q,21367.0,12345.0,11671.0
IgzJjFDZX4h71wG-fAVg7A,25531.0,15764.0,14820.0
8j9EwHTt-vLMSkFtFtSlrA,1961.0,1293.0,1029.0
GfsZllk4y5NqrJ8xEAyJUw,15911.0,8846.0,8257.0
ODQDz1obRmLcbwLUa78yGA,30465.0,13690.0,12647.0
RLw7ZODatnHDkf_MIHxSEg,19432.0,14501.0,11834.0
XALxEFyFcmvqRBatnLDMlQ,11071.0,6887.0,6012.0
nvIAR-a_39UF05eYHvoGOQ,15911.0,8846.0,8257.0
w4n5Pti_YlfZPGML78XSkA,22941.0,15015.0,13602.0
21d8E4ZgnnnU83OWFrs-Wg,25531.0,15764.0,14820.0
twEwIwgnttepFpLp1BQc0w,1961.0,1293.0,1029.0
gw9OuI2fT6cxVCoWy1KKkA,22941.0,15015.0,13602.0
ar2c37D_TkOKCUc7syn75g,22941.0,15015.0,13602.0
y8BFqKhZUQgSCf8W7YaRfQ,11071.0,6887.0,6012.0
7CPXpYnv7rkqtUkWrXmRJA,15911.0,8846.0,8257.0
dqUNxoAI1tHMHdsuK0QfHw,25931.0,15161.0,14280.0
BzwymEetmsMQf9TBrSgqeg,25531.0,15764.0,14820.0
WaDmsujnneONvEDRARKEjQ,15911.0,8846.0,8257.0
1Lt_ZeJPZOINqLmW-muCgw,3457.0,2715.0,2119.0
JmLIRLBaSxvQdvmqLc1RoA,3457.0,2715.0,2119.0
F2bKbtRIfX8fVwNW3g5EVg,19432.0,14501.0,11834.0
tJVEv1kkwHb8NIshPdxYag,30465.0,13690.0,12647.0
eDugLwgUSVujvNjz_cSzlg,25531.0,15764.0,14820.0
q0PuwC1Qm46RWHE9tmQuQQ,3457.0,2715.0,2119.0
FKWgev6CaZb3U_qZ79SLAg,22941.0,15015.0,13602.0
_rvqIl0UFqbEhzeU-NlYzQ,27414.0,16574.0,15497.0
6MhuRbTslAHs7CGG7wQgRQ,1961.0,1293.0,1029.0
LAFkodgouo8N33g82qYnBQ,3457.0,2715.0,2119.0
c5cbBcorcxjjZr27QZ-_xQ,25531.0,15764.0,14820.0
HsRPbMlpFNOlIQHSqF1X0A,25531.0,15764.0,14820.0
HiVPCgCc-Fr4DSFh5C12Xw,19432.0,14501.0,11834.0
hQUN50k5jdvO9tTMsFmA7A,19432.0,14501.0,11834.0
Oq-jDJAInZRF-wiHFIM1ww,19432.0,14501.0,11834.0
KgF8wUIerbKY56annXNKSQ,25531.0,15764.0,14820.0
jElu-omRkSo23tuRnn9kqg,22941.0,15015.0,13602.0
QTKxE50ib1MmBqpBDnrWsg,27414.0,16574.0,15497.0
DZUuB-afy0GEzlPdDHvuFg,11071.0,6887.0,6012.0
8NSbkZ_gmk1UDFtpvo_LVg,15911.0,8846.0,8257.0
KD7A1vj0zh51wW-F0SrZwA,25931.0,15161.0,14280.0
5V62hEXPKOg8ydieX7ttOA,21532.0,12046.0,11493.0
5lZ3J57-wPZ7iylSCguSrg,11071.0,6887.0,6012.0
rIR1Fo_MZN7vy9if6G_wuQ,19432.0,14501.0,11834.0
flYvcbsLvI5CoL9iFgPInw,27414.0,16574.0,15497.0
s_5iOOxi7h8lodbVTRaBOQ,19432.0,14501.0,11834.0
YtYaARZ-aBkhOWPySeh4vg,15911.0,8846.0,8257.0
GYFQk4T2itW5O8lFocAzOA,25531.0,15764.0,14820.0
UW9q_26cX8fKqtO28n78AQ,30465.0,13690.0,12647.0
CaklTsDhqb2H78Dr9HC66Q,25931.0,15161.0,14280.0
qvyNSlcajDhrZO1GfSZbgw,14047.0,7620.0,7157.0
oxy_onN-whIExWprdIUBVA,11071.0,6887.0,6012.0
7UK_3CTXVlbkqTGCJKUZdg,22941.0,15015.0,13602.0
xYNB5S8sdUkjoR6Dj_Q4SA,1961.0,1293.0,1029.0
g8VXTBruU3ETO8jVdN0h-Q,19432.0,14501.0,11834.0
7VfpGBhKafz38mVLSyygJg,19432.0,14501.0,11834.0
g84ElRoU6D-_RtQ4GEkmnA,30465.0,13690.0,12647.0
rjhNXed468IljOn1yktP0g,22941.0,15015.0,13602.0
xqEmMaHM1TwB7sAhY-UWRQ,23986.0,12257.0,11556.0
CEzk3g0Hg4zOx-CvZjEImQ,11071.0,6887.0,6012.0
b8JYtyrK_Gg47cGz0DV4Lw,22941.0,15015.0,13602.0
6mawp5H0hB-IrD8yZmdE8Q,15911.0,8846.0,8257.0
RtignREvzBJ1jA2n7oTSSw,25931.0,15161.0,14280.0
Rx3x7Po4WOCGzNoeJ2SJcA,3457.0,2715.0,2119.0
XUZIQo655fdn79iLeT6KDw,25531.0,15764.0,14820.0
MA0czhKN4y3W5huLd6unIg,15911.0,8846.0,8257.0
30F69ceXK_gkj3uzq7-dQQ,19432.0,14501.0,11834.0
TMgyKx_B6Tlb4-ceCEDdXQ,1961.0,1293.0,1029.0
NStbXKpdbzfOTgjvKZkMKQ,25931.0,15161.0,14280.0
OfE0OIOTMHu0tzIc6ZcS1A,25531.0,15764.0,14820.0
KuG2p5cSMEioNdba9EBHNA,19432.0,14501.0,11834.0
AXqImwaJ6PQ2LvCWPDYh0A,19432.0,14501.0,11834.0
wornLXkcbR8ytf12-PjN6A,3457.0,2715.0,2119.0
w3nJTMGLIVReIBvb64nKNw,11071.0,6887.0,6012.0
N45BoYw_TxxtQjtmdPVP3w,3457.0,2715.0,2119.0
kfwn3V2EG-4yTG3FM39V7Q,3457.0,2715.0,2119.0
NBCCmxzv4kYMBhZ6SD0bbA,25931.0,15161.0,14280.0
QSU1zQH3jNG9Jub_4VxgDw,19432.0,14501.0,11834.0
bGF2RANM6J8SGjIFAhZwXw,1961.0,1293.0,1029.0
A1HqJmeHWvCjd8LChk6pYg,15911.0,8846.0,8257.0
RmCLbnuKQcfRSHQsbXFAZg,3457.0,2715.0,2119.0
0lQxmqTwuO13FnKzqLRDMQ,25531.0,15764.0,14820.0
X2cz3f_kCXrMmLOMZu1M1A,15911.0,8846.0,8257.0
TKTiztj5UOz2Na3xw9Hkvg,3457.0,2715.0,2119.0
dqXejNUbrRZh6vky2n_aMg,19432.0,14501.0,11834.0
BSN7or2JJyk23S38_rorYA,22941.0,15015.0,13602.0
GwLwXxxBFA3wc54QFVnn8Q,19432.0,14501.0,11834.0
-024YEtnIsPQCrMSHCKLQw,19432.0,14501.0,11834.0
IAGAbBLpeXzbd92g8f4igg,11071.0,6887.0,6012.0
nRKl23RU2fgNpC6GU6ESQA,15911.0,8846.0,8257.0
5BrFl_1of-FQ5UQA3PbYEA,21367.0,12345.0,11671.0
M2p_N14HA9koaG1M0o2nxw,25931.0,15161.0,14280.0
icN_aT7Y_r10e5PFABD55g,3457.0,2715.0,2119.0
iaBiCuYKRHBZyJV3HKmuBQ,15911.0,8846.0,8257.0
SHfUGBOznEtDhK6WbVrvIw,11071.0,6887.0,6012.0
srRXKY6r58L7oJ9T4ZNyFA,15911.0,8846.0,8257.0
qzPUzAnoDuA3XSv2FpTzRw,15911.0,8846.0,8257.0
o3OWZjfJmiaH1sHIbU9rTg,11071.0,6887.0,6012.0
gT4UfmFtcsfDIZ0guKujMw,21367.0,12345.0,11671.0
8h2eGqZJpRuzMtSRwDHGGw,17382.0,8657.0,8280.0
vIvb-y64LQCGT01xjT8ATA,25531.0,15764.0,14820.0
WghfWUARaBTegC8e0fX4Qw,19432.0,14501.0,11834.0
wKTGb4sEhhTdUp8VsuY2Bw,30465.0,13690.0,12647.0
9ydy9VIuab7YobN-hVdZmw,25931.0,15161.0,14280.0
LRBcKG5-O2h2vSHLhsIniw,25931.0,15161.0,14280.0
K71rGGxpt7NWHs9eOxd0Jw,19432.0,14501.0,11834.0
I7di243D0tBTgV8bqLqMlQ,25931.0,15161.0,14280.0
tnITGYkG7GHDlBEWrgPNYA,30465.0,13690.0,12647.0
wi7yzrkSI6yxRSYkYGgj8w,25531.0,15764.0,14820.0
YK0eg7HWq5nvJv0WPqqsSw,19432.0,14501.0,11834.0
fkPYzU7ovRHcq3BkTxTEdw,21367.0,12345.0,11671.0
soeuIa-LKG5hOyfQTtqM0A,25931.0,15161.0,14280.0
CDPMn7Ypo8ZI7KXIDZ8Kyg,30465.0,13690.0,12647.0
hBjC15BX_-LV7WfmXItpiw,3457.0,2715.0,2119.0
qOLVK9bFd2Z8tItnRW2Mkg,3457.0,2715.0,2119.0
wwv3hlrAAfUdAHiikwLKsw,22941.0,15015.0,13602.0
zcZlZpXSyxXZmaITau8x_Q,15911.0,8846.0,8257.0
tNER--0FWGA88UhiJf_cuQ,3457.0,2715.0,2119.0
8GezArMk8k4gfCKrri1Dkg,19432.0,14501.0,11834.0
AO3nJB2oYebH1lM8a6n-qQ,21532.0,12046.0,11493.0
dlf3VARfcFZfR9_4eab7-Q,25531.0,15764.0,14820.0
7oeUUBq6VV0gznaLdkeelg,15911.0,8846.0,8257.0
VsjMmuz_8CF_HvOPjUuRZQ,13689.0,8079.0,7630.0
hwHkQPyRZGGKRjNEaTu4pw,14047.0,7620.0,7157.0
36SbeSfd05rb1m4WAwiqGw,15911.0,8846.0,8257.0
PamzHbRexeR0hxN71tRUOw,14047.0,7620.0,7157.0
90aoOkjVCB9jOvR6WmZfkw,11071.0,6887.0,6012.0
x6VwVUJk26JUVN9hgGDeNg,25531.0,15764.0,14820.0
p1C3bWVYfFmP-G2yoRdgLg,11071.0,6887.0,6012.0
TOWojSgFKv46_NHqfX5lfg,11071.0,6887.0,6012.0
1mZqy49cw0YkansmE5EAWA,25531.0,15764.0,14820.0
0U_EE7Z9P7TKNj2HCbhi8A,22941.0,15015.0,13602.0
5T2vA8GSxRj2W7UIvCQgYw,11071.0,6887.0,6012.0
oX2nvQdjlVJ2wuiu3kCMKA,25931.0,15161.0,14280.0
Srd-ogu23mX5uUvAyI2n2w,30465.0,13690.0,12647.0
3ZNmAYxG2E6I_zSptZkkjA,25531.0,15764.0,14820.0
lTS2DQUO5HpDbF6vvr50hw,19432.0,14501.0,11834.0
BidMkfj2tTrt7mpBgjtYbA,1961.0,1293.0,1029.0
bjv2rKlIjyN5SI6nELN14Q,25931.0,15161.0,14280.0
X5ZIdOHpJ_aNxJqw7BEL_g,3457.0,2715.0,2119.0
bPId8S_Ab9mTRyG4bDoUJw,19432.0,14501.0,11834.0
yVfktHMZNaSHM_Mye0vD8A,11071.0,6887.0,6012.0
ieUk5bgTIzIZiZ1fIapntw,19432.0,14501.0,11834.0
xyBmRzf8ZjrI9hGaPWLTlw,19432.0,14501.0,11834.0
di4J7RmeNSmBN6qGj9rqng,1961.0,1293.0,1029.0
-oURDi11JeZNtZHXojZBKw,13689.0,8079.0,7630.0
8wtZw9RZu-NfsdGH4QuU7A,25531.0,15764.0,14820.0
0ds71odjO7XMDwS1EgOpsw,19432.0,14501.0,11834.0
HLDnlawJKrWOHNuqcmKbZA,25931.0,15161.0,14280.0
hSG7RByuhmS9xoPPskx9VQ,11071.0,6887.0,6012.0
58s_ADDrDMyQwTrcKFu0RQ,25531.0,15764.0,14820.0
3StNFdnfDPYWYsMZyvGFpA,3457.0,2715.0,2119.0
kdYMhbDfriHvDNq1i5vuVQ,25531.0,15764.0,14820.0
UN1rubEZoNDqusueyqjLCg,30465.0,13690.0,12647.0
msLkWQHmGhrOW2ySG0EwdQ,17737.0,12485.0,10677.0
STkjgrAQVXVioJER_Z9_Ww,22941.0,15015.0,13602.0
RULtOFDb3HBo7a5HAQ8sWQ,3457.0,2715.0,2119.0
xFk2fgHxNo7Q71NtDrHbRw,27414.0,16574.0,15497.0
PKQeIFjASPb4m4-OiPZlkg,22941.0,15015.0,13602.0
xtU1_bSj54yDr7tVhBPzBQ,22941.0,15015.0,13602.0
4UMh0bNJm-DSPMG48jGytA,11071.0,6887.0,6012.0
4EvSPhUbPbiM7kFIe04UOQ,11071.0,6887.0,6012.0
V1EI4003RYAEYYWiTQ27jA,13689.0,8079.0,7630.0
SQ2yRmUEev5rWQBjFWVssQ,19432.0,14501.0,11834.0
YYnVYyIBfmJKwIckDO9egQ,3457.0,2715.0,2119.0
lyEzCq8M7QBTRyyY4qjzfA,19432.0,14501.0,11834.0
uv9ylLhN_4JZqqUY2jo-ig,25931.0,15161.0,14280.0
m7Q6OJ-mChq84PgK8PhAYA,11071.0,6887.0,6012.0
a2jSTkUdEffGP1QWpYGJUQ,25931.0,15161.0,14280.0
QaUsj-sNCjlMbYz0ySF90w,19432.0,14501.0,11834.0
FDwhflimx6s0BBXmVIfvlA,11071.0,6887.0,6012.0
gwOEa5q1TirafuoEXXUgzA,3457.0,2715.0,2119.0
mOEMGFys2l9Bw6pwU5pQAA,22941.0,15015.0,13602.0
tIQDmTWvbur9PXV7ES4gxA,22941.0,15015.0,13602.0
fpCXESND4gzshjyfQgwuuQ,15911.0,8846.0,8257.0
6NoLKNDEvmeKACCpkKJgkA,11071.0,6887.0,6012.0
k4wc9ypPbjiiLjt97MCdlQ,15911.0,8846.0,8257.0
KxampCnWLJOgUmdLsSzVQA,22941.0,15015.0,13602.0
0wO_vZKvKGd6JFAnV7h3-Q,3457.0,2715.0,2119.0
K0FoV3wpDGUPvcaa0FhnMg,25931.0,15161.0,14280.0
juPJLsdcBhNY2xBStdJt9A,21532.0,12046.0,11493.0
JGOlhdxTu6jqLIYp7rI8_w,30465.0,13690.0,12647.0
MBYz3r_77mdQvb_iR_zi-A,25931.0,15161.0,14280.0
rwDYski4PmQzZdSec_8Z_w,25531.0,15764.0,14820.0
4aF5k-3YNNj8l2xOrEe9vA,21532.0,12046.0,11493.0
16Afvcpkxcd2s7jTph4R4g,19432.0,14501.0,11834.0
SYJD-H4UgnTB4V3D2oOGJQ,19432.0,14501.0,11834.0
MJmXQb1SBXPNgXKZ7g1koQ,27414.0,16574.0,15497.0
bSjPhATCDmnYgVHjWeqYhw,15911.0,8846.0,8257.0
Z80K0SyfM_P5PAaC5tBP-w,22941.0,15015.0,13602.0
QTqYsOUOHqU2Yy1Rh12GjQ,22941.0,15015.0,13602.0
SC2WTQ_GweI_zXl4sA4naw,30465.0,13690.0,12647.0
Eti9CzKaIkN3CYrlE4CyPA,15911.0,8846.0,8257.0
PaAgxdubIo7JOFIOVqhKJw,1961.0,1293.0,1029.0
ri7Id7pdJI-Sh8puANrGHw,30465.0,13690.0,12647.0
dVjtpCh0Y6rbHcx3Bhhc1g,18846.0,8680.0,8233.0
5nTvNRLnpeFKd6r0X2af3w,3457.0,2715.0,2119.0
HsPYsZnx6NHeHF61hkPWug,11071.0,6887.0,6012.0
yEkLzt00kthi5iA5NErSFg,22941.0,15015.0,13602.0
fHX3KZeGHdobo-lxEeFdLA,1961.0,1293.0,1029.0
jS1sgQNnGuIoirgxLnT68A,25531.0,15764.0,14820.0
xbux32aWWXNNx9PeMb4tBw,15911.0,8846.0,8257.0
foeDAELw1ATEmscJ3R2m3w,25931.0,15161.0,14280.0
t578Gz0FdfudO_57qptVkA,3457.0,2715.0,2119.0
F1yXOy92AGumUP1ef0RTgA,15911.0,8846.0,8257.0
mUYfwfaOJBQWyJnMKq1efg,25931.0,15161.0,14280.0
PTar10ahzWnyEZ2iWiylOw,19432.0,14501.0,11834.0
_-6I6VXjr-NiwIBa_1uI4A,19432.0,14501.0,11834.0
aXalseOIYr8GMxVkanH16Q,25531.0,15764.0,14820.0
o0JscnlNBXR1XeGWtcVqjg,3457.0,2715.0,2119.0
mh1-aoftJsOWuwNyfC6a7w,25931.0,15161.0,14280.0
BR29jeG-dtbPSXS6SBImDA,15911.0,8846.0,8257.0
NL1HOTSRqNFR4U8qHZthAA,15911.0,8846.0,8257.0
X0FicGU6XbPmCXzE7Wq5QQ,21532.0,12046.0,11493.0
kHB5JPUzZIkK9CxgJrXx4g,22941.0,15015.0,13602.0
-XUMQ8i1DFLahHSfbev10A,11071.0,6887.0,6012.0
R1jfNJTn-Xts6KJ9ie4ufA,11071.0,6887.0,6012.0
-WlAq0F_zcITanB1V14Jww,19432.0,14501.0,11834.0
x_wGI7BzF88vCm791evO6w,25931.0,15161.0,14280.0
p4KSlMUoYOyLBN4Igy3jmw,19432.0,14501.0,11834.0
jhJE-59bwZTFaNXprj1G6Q,25931.0,15161.0,14280.0
UTesNnnvWlUtxoK_etQt8A,30465.0,13690.0,12647.0
jYAgr65tmXeHNBZQWlDByg,3457.0,2715.0,2119.0
5HtNArFFs1a7UKTi87oxSw,13689.0,8079.0,7630.0
buDjx8-y-dur_BfIFklyvg,3457.0,2715.0,2119.0
Lj4kC3eahN1VVK9ai7QmAQ,25531.0,15764.0,14820.0
r1wVUmJdEwqEe7P5u2e4TA,25531.0,15764.0,14820.0
xTXMD6k3QPjiblnFFG3TvQ,22941.0,15015.0,13602.0
GTdAV8Q9p4e2ktC2XvqeKA,3457.0,2715.0,2119.0
fB8OIAiKNXEPrwQ3nKEaTg,19432.0,14501.0,11834.0
jo_jNuApD1CophwbgmeroA,25931.0,15161.0,14280.0
e9Demw5oV0AW1Y-0-WAwKA,14047.0,7620.0,7157.0
nBBEE1YVO0atXbkxfrNPhQ,13689.0,8079.0,7630.0
bMeRjJSiSZq1Izjvj7bvaQ,25531.0,15764.0,14820.0
aYv2FA1KOHnpU8LPlwGEqg,11071.0,6887.0,6012.0
xuhJC0jmJ_L7GqwwLABjSg,25931.0,15161.0,14280.0
Zj9uX0Qa8o3fzzG7MdcdKQ,21367.0,12345.0,11671.0
hW4l08vchArtx11rWKTYaw,11071.0,6887.0,6012.0
HS2mBnsyFqlXrePt8AAWJQ,3457.0,2715.0,2119.0
7cT_HVp5mjyzCNrm738MZA,17361.0,9052.0,8597.0
z6KAEMdBBk-nzlzO0p8Mog,25931.0,15161.0,14280.0
2Iup2Vq1SWBcfcECFP8vwQ,11071.0,6887.0,6012.0
bVcXnHtJ38JlmRW-Jf_ylA,22941.0,15015.0,13602.0
F6bi3LxZyuydcVtam38hSA,30465.0,13690.0,12647.0
zT1YculChGH2SuomkPDWZQ,19432.0,14501.0,11834.0
QVmZlZVnyRBS3xDUYPS3WQ,27414.0,16574.0,15497.0
v9mHZU00k-HJH3fUj2r1JA,15911.0,8846.0,8257.0
c98PT7kqkbqB32p1riVkwA,3457.0,2715.0,2119.0
dbr8T9yFshgHmgjYutcSGg,15911.0,8846.0,8257.0
uLfsD-dwNtHTycbIt7PLAg,25931.0,15161.0,14280.0
W2VRvVzi938xSpz2Xd4Vfw,22941.0,15015.0,13602.0
_2HWFHK32CRER39vR40oRQ,15911.0,8846.0,8257.0
5nXk2CTjNiE4keXQ32FCuQ,19432.0,14501.0,11834.0
ElTdljGpkETYZIYegTK9JA,19432.0,14501.0,11834.0
3qUBQaH3qUVgGNQC_c5nsg,15911.0,8846.0,8257.0
qaZctjzm9YWjGNt05mKK2A,19432.0,14501.0,11834.0
65ArScO1ePw0Z_cGN5cJYQ,22941.0,15015.0,13602.0
oaGZ9nTY8xA1YOv1UwqkjQ,25931.0,15161.0,14280.0
Cco-UbkCSjxdsBQKovn1Yg,25931.0,15161.0,14280.0
P08_xX_n4txChLdRvCJYCA,11071.0,6887.0,6012.0
A1rvOpMjlWzdEJlPKd4Org,22941.0,15015.0,13602.0
M-V37VyFtqV6eBBciT7nQg,25531.0,15764.0,14820.0
AmNZZkbVXVwJvnsYQg3DDw,30465.0,13690.0,12647.0
4iNWbV1LvPS3QB0_FWv2Tw,22941.0,15015.0,13602.0
P-qSzYzEtN1IBHoT_xdyhQ,25531.0,15764.0,14820.0
Hn3vqlBkic_BB4v35MHyZw,1961.0,1293.0,1029.0
PJIPeWozralif-2mf43kRQ,19432.0,14501.0,11834.0
dvJ2ZVDCxj_HWCUeE8LPxQ,19432.0,14501.0,11834.0
kQ6aV_bLNQr4foX-NRn8yA,25531.0,15764.0,14820.0
e8Xh5J6w4UngNoiRc5hLNQ,11071.0,6887.0,6012.0
82pyhNU3xiYMOfdjsifX5Q,25931.0,15161.0,14280.0
h_SsZ1AiZgzy4k4vKItVMg,19432.0,14501.0,11834.0
